family_name,median,ci_lower,ci_upper,n,mass_in_band,selection,replicate
Ticuna-Yuri,33.0,33.0,33.0,2,,random,3
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,3
Totonacan,28.0,22.0,36.0,4,0.8242321918905566,random,3
Tsimshian,41.5,41.0,42.0,2,1.0,random,3
Tucanoan,22.0,19.950000000000003,24.0,23,0.6445841138589447,random,3
Tungusic,29.0,25.0,36.0,7,0.9544527490128996,random,3
Tupian,26.0,25.0,27.0,61,0.9009230693382273,random,3
Turkic,39.0,37.5,40.0,32,0.8898212627066331,random,3
Tuu,161.0,161.0,161.0,1,,random,3
Unclassifiable,21.0,21.0,21.0,1,,random,3
Uralic,36.0,33.0,37.0,46,0.7385082909803704,random,3
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,3
Uto-Aztecan,26.0,24.0,36.0,18,0.7917527782515164,random,3
Wakashan,47.5,47.0,48.0,4,0.9999953092100108,random,3
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,3
Wintuan,35.0,35.0,35.0,1,,random,3
Worrorran,25.0,22.0,28.0,9,0.9829776086190596,random,3
Yangmanic,22.0,22.0,22.0,2,,random,3
Yanomamic,33.0,31.0,34.0,11,0.9314610387352535,random,3
Yareban,18.0,18.0,18.0,1,,random,3
Yawa-Saweru,19.0,19.0,19.0,1,,random,3
Yeniseian,32.0,32.0,32.0,2,,random,3
Yukaghir,32.0,32.0,33.0,5,1.0,random,3
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,3
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,3
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,3
(Unknown),29.0,27.0,32.0,103,0.8091990307086814,random,4
Abkhaz-Adyge,57.0,55.0,70.0,4,0.09662129741181702,random,4
Afro-Asiatic,40.0,38.0,42.0,139,0.7921854688896752,random,4
Ainu,17.0,17.0,17.0,2,,random,4
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,4
Angan,21.0,21.0,21.0,1,,random,4
Araucanian,26.0,26.0,26.0,3,,random,4
Arawakan,25.0,24.0,26.0,58,0.8431303337419226,random,4
Arawan,21.5,15.0,25.5,6,0.5695885497730466,random,4
Athabaskan-Eyak-Tlingit,47.0,44.0,53.5,14,0.60060542914456,random,4
Atlantic-Congo,38.0,37.0,39.0,479,0.8098901368641371,random,4
Austroasiatic,39.5,38.0,42.0,52,0.819269535009949,random,4
Austronesian,25.0,23.0,25.0,131,0.7918772804370877,random,4
Aymaran,42.0,32.0,42.0,4,0.985788686510288,random,4
Baining,22.0,22.0,22.0,1,,random,4
Barbacoan,26.0,21.0,28.0,9,0.9320259823884378,random,4
Blue Nile Mao,36.0,36.0,36.0,1,,random,4
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,4
Boran,29.5,28.0,41.0,4,0.968790779674869,random,4
Border,22.0,19.0,23.0,3,0.7064642930403426,random,4
Bororoan,20.0,20.0,20.0,3,,random,4
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,4
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,4
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,4
Cariban,21.5,19.5,23.5,30,0.6274801205824132,random,4
Central Sudanic,45.0,39.0,49.0,25,0.7030993962979224,random,4
Chapacuran,21.0,18.0,21.0,3,0.5326678147786723,random,4
Chibchan,25.5,22.0,28.0,12,0.8486377203918675,random,4
Chicham,24.0,22.0,25.5,6,0.908690197957679,random,4
Chimakuan,37.0,37.0,37.0,1,,random,4
Chiquitano,26.0,26.0,26.0,1,,random,4
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,4
Chonan,35.0,29.0,35.0,3,0.999795413016374,random,4
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,4
Chumashan,44.0,44.0,44.0,1,,random,4
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,4
Dajuic,30.0,30.0,30.0,1,,random,4
Dizoid,30.0,30.0,30.0,1,,random,4
Dogon,28.0,28.0,47.0,3,0.7637632181998305,random,4
Dravidian,37.0,34.0,39.0,42,0.8747047767836231,random,4
East Strickland,18.0,18.0,18.0,1,,random,4
Eastern Daly,22.0,22.0,22.0,1,,random,4
Eastern Jebel,33.0,33.0,33.0,2,,random,4
Eleman,14.0,14.0,14.0,1,,random,4
Eskimo-Aleut,27.0,22.0,36.0,7,0.8477830960348045,random,4
Furan,30.0,30.0,30.0,1,,random,4
Garrwan,17.0,17.0,20.0,4,0.12729126683248018,random,4
Giimbiyu,23.0,23.0,23.0,3,,random,4
Great Andamanese,35.0,35.0,35.0,2,,random,4
Guahiboan,25.0,22.0,29.0,5,0.9082353391274137,random,4
Guaicuruan,28.0,22.5,30.0,10,0.9408138656221043,random,4
Gumuz,44.0,44.0,44.0,1,,random,4
Gunwinyguan,27.0,24.0,27.0,19,0.9684550351092057,random,4
Haida,50.0,50.0,50.0,2,,random,4
Harakmbut,33.0,33.0,33.0,1,,random,4
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,4
Hibito-Cholon,20.0,20.0,20.0,1,,random,4
Hmong-Mien,52.5,49.0,61.0,4,0.3122743354163489,random,4
Huavean,29.0,29.0,29.0,2,,random,4
Huitotoan,26.0,20.0,34.0,5,0.8475693400476009,random,4
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,4
Indo-European,40.0,39.0,42.0,192,0.7653628600321052,random,4
Iroquoian,22.0,17.0,27.0,5,0.6246305673209812,random,4
Iwaidjan Proper,23.0,22.0,24.0,7,0.9992646186769253,random,4
Japonic,21.0,19.0,25.0,4,0.6726262410850654,random,4
Jarawa-Onge,24.0,24.0,24.0,1,,random,4
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,4
Jicaquean,28.0,28.0,28.0,1,,random,4
Kadugli-Krongo,55.0,27.0,62.0,11,0.42405904266059413,random,4
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,4
Kartvelian,34.0,33.0,41.5,6,0.9624027397651491,random,4
Kawesqar,24.0,24.0,24.0,3,,random,4
Keresan,51.0,51.0,51.0,1,,random,4
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,4
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,4
Kiwaian,19.0,19.0,19.0,1,,random,4
Koiarian,16.0,16.0,16.0,1,,random,4
Kolopom,44.0,44.0,44.0,1,,random,4
Koman,28.0,25.0,31.0,5,0.9956235890194447,random,4
Konda-Yahadian,33.0,33.0,33.0,1,,random,4
Koreanic,48.0,48.0,48.0,2,,random,4
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,4
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,4
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,4
Kunimaipan,20.0,20.0,20.0,2,,random,4
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,4
Limilngan-Wulna,25.0,25.0,25.0,1,,random,4
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,4
Maiduan,23.0,23.0,23.0,2,,random,4
Mande,39.0,36.0,40.0,54,0.8817363943075938,random,4
Mangarrayi-Maran,23.0,21.0,26.0,6,0.8864203269892689,random,4
Maningrida,26.0,21.0,27.0,5,0.9435626790480391,random,4
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,4
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,4
Mayan,29.0,26.0,32.0,14,0.9902070240225513,random,4
Maybratic,16.0,16.0,16.0,1,,random,4
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,4
Misumalpan,28.0,28.0,28.0,1,,random,4
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,4
Mixe-Zoque,29.0,25.0,32.0,7,0.9775562423246145,random,4
Mongolic-Khitan,35.0,33.0,39.0,16,0.9902211231326736,random,4
Muskogean,21.0,21.0,25.0,5,0.839799645275389,random,4
Naduhup,34.5,29.0,39.0,4,0.9994478610217424,random,4
Nakh-Daghestanian,64.0,51.0,68.0,17,0.2068543556787678,random,4
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,4
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,4
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,4
Nilotic,38.0,37.0,43.0,31,0.7401878452783628,random,4
Nimboranic,18.0,18.0,18.0,1,,random,4
Nivkh,35.0,35.0,35.0,3,,random,4
North Bougainville,11.0,11.0,11.0,1,,random,4
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,4
Northern Daly,19.0,19.0,19.0,2,,random,4
Nubian,45.0,45.0,45.0,2,,random,4
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,4
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.5830552653264546,random,4
Nuclear-Macro-Je,26.5,25.0,28.5,26,0.8630718153557245,random,4
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,4
Nyulnyulan,20.0,20.0,24.0,11,0.7162527419431712,random,4
Otomanguean,36.0,31.0,47.5,20,0.6763925521052009,random,4
Palaihnihan,23.0,23.0,23.0,1,,random,4
Pama-Nyungan,23.0,23.0,23.0,324,0.7805208536619002,random,4
Pano-Tacanan,21.0,21.0,22.0,34,0.7034503487041375,random,4
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,4
Pidgin,36.0,36.0,36.0,1,,random,4
Pomoan,32.0,32.0,39.0,3,0.9997949103059797,random,4
Puri-Coroado,18.0,18.0,18.0,1,,random,4
Quechuan,23.0,22.0,26.0,27,0.7535312408329341,random,4
Sahaptian,36.0,36.0,36.0,2,,random,4
Saharan,32.0,25.0,35.0,5,0.9715239053635727,random,4
Saliban,30.0,30.0,30.0,3,,random,4
Salishan,40.0,37.0,44.0,11,0.9506656266655525,random,4
Senagi,17.0,17.0,17.0,1,,random,4
Sentanic,17.0,17.0,17.0,2,,random,4
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,4
Shastan,21.0,21.0,21.0,1,,random,4
Sino-Tibetan,43.0,41.0,46.0,135,0.6699064806364605,random,4
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,4
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,4
Songhay,40.0,37.0,43.0,7,0.7549069521418177,random,4
South Bird's Head,18.0,18.0,18.0,1,,random,4
South Bougainville,13.0,13.0,13.0,2,,random,4
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,4
Southern Daly,28.0,25.0,28.0,4,0.9999985446308678,random,4
Speech Register,32.0,32.0,32.0,1,,random,4
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,4
Ta-Ne-Omotic,38.0,28.0,52.0,12,0.6391681440350194,random,4
Tai-Kadai,35.0,32.0,39.0,25,0.8304433977445278,random,4
Tamaic,30.0,30.0,30.0,1,,random,4
Tangkic,24.0,24.0,25.0,4,1.0,random,4
Tarascan,39.0,39.0,39.0,2,,random,4
Teberan,23.0,23.0,23.0,1,,random,4
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,4
Ticuna-Yuri,33.0,33.0,33.0,2,,random,4
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,4
Totonacan,30.0,26.0,36.0,4,0.9666795566993163,random,4
Tsimshian,41.5,41.0,42.0,2,1.0,random,4
Tucanoan,22.0,19.950000000000003,24.0,23,0.6445841138589447,random,4
Tungusic,25.0,25.0,36.0,7,0.9092962470451509,random,4
Tupian,26.0,25.0,27.0,61,0.8946188195293117,random,4
Turkic,39.0,37.5,42.5,32,0.8545671591707622,random,4
Tuu,161.0,161.0,161.0,1,,random,4
Unclassifiable,21.0,21.0,21.0,1,,random,4
Uralic,35.0,33.0,37.0,46,0.7813897882129801,random,4
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,4
Uto-Aztecan,27.5,25.0,36.0,18,0.8141077557847088,random,4
Wakashan,51.0,47.0,55.0,4,0.4337596399299841,random,4
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,4
Wintuan,35.0,35.0,35.0,1,,random,4
Worrorran,25.0,24.0,28.0,9,0.9999843988245608,random,4
Yangmanic,22.0,22.0,22.0,2,,random,4
Yanomamic,32.0,24.0,33.0,11,0.9050450232216992,random,4
Yareban,18.0,18.0,18.0,1,,random,4
Yawa-Saweru,19.0,19.0,19.0,1,,random,4
Yeniseian,25.0,25.0,25.0,2,,random,4
Yukaghir,32.0,32.0,33.0,5,1.0,random,4
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,4
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,4
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,4
(Unknown),27.0,25.0,30.0,103,0.7717378175908469,random,5
Abkhaz-Adyge,62.5,59.0,63.0,4,2.7747323778146865e-11,random,5
Afro-Asiatic,41.0,39.0,42.0,139,0.7529947926014209,random,5
Ainu,17.0,17.0,17.0,2,,random,5
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,5
Angan,21.0,21.0,21.0,1,,random,5
Araucanian,26.0,26.0,26.0,3,,random,5
Arawakan,25.0,25.0,26.512499999999932,58,0.832529597436982,random,5
Arawan,21.5,15.0,25.5,6,0.5695885497730466,random,5
Athabaskan-Eyak-Tlingit,47.0,35.0,53.5,14,0.6108564300536765,random,5
Atlantic-Congo,38.0,37.0,39.0,479,0.814722022838211,random,5
Austroasiatic,39.5,36.0,41.5,52,0.8200676575841029,random,5
Austronesian,25.0,23.0,26.0,131,0.7925541761007977,random,5
Aymaran,42.0,31.0,42.0,4,0.9770395529122837,random,5
Baining,22.0,22.0,22.0,1,,random,5
Barbacoan,26.0,24.0,27.0,9,0.9999999488838379,random,5
Blue Nile Mao,36.0,36.0,36.0,1,,random,5
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,5
Boran,29.5,28.0,41.0,4,0.968790779674869,random,5
Border,22.0,19.0,23.0,3,0.7064642930403426,random,5
Bororoan,20.0,20.0,20.0,3,,random,5
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,5
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,5
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,5
Cariban,23.0,21.0,24.0,30,0.7251796720285667,random,5
Central Sudanic,45.0,42.0,49.0,25,0.7029533423638983,random,5
Chapacuran,20.0,18.0,20.0,3,0.33584843277803544,random,5
Chibchan,25.5,22.0,28.0,12,0.8486377203918675,random,5
Chicham,23.0,21.5,25.0,6,0.8979539755645042,random,5
Chimakuan,37.0,37.0,37.0,1,,random,5
Chiquitano,26.0,26.0,26.0,1,,random,5
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,5
Chonan,31.0,29.0,31.0,3,1.0000000000000002,random,5
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,5
Chumashan,40.0,40.0,40.0,1,,random,5
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,5
Dajuic,30.0,30.0,30.0,1,,random,5
Dizoid,30.0,30.0,30.0,1,,random,5
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,5
Dravidian,37.0,33.0,39.0,42,0.8398750332782912,random,5
East Strickland,18.0,18.0,18.0,1,,random,5
Eastern Daly,22.0,22.0,22.0,1,,random,5
Eastern Jebel,49.0,49.0,49.0,2,,random,5
Eleman,14.0,14.0,14.0,1,,random,5
Eskimo-Aleut,36.0,27.0,38.0,7,0.9471256695864125,random,5
Furan,30.0,30.0,30.0,1,,random,5
Garrwan,22.0,20.0,22.0,4,0.8705078849972032,random,5
Giimbiyu,23.0,23.0,23.0,3,,random,5
Great Andamanese,35.0,35.0,35.0,2,,random,5
Guahiboan,25.0,22.0,35.0,5,0.8368450651079264,random,5
Guaicuruan,26.0,22.0,30.0,10,0.8499622160773784,random,5
Gumuz,44.0,44.0,44.0,1,,random,5
Gunwinyguan,27.0,24.0,27.0,19,0.9613548785517296,random,5
Haida,50.0,50.0,50.0,2,,random,5
Harakmbut,33.0,33.0,33.0,1,,random,5
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,5
Hibito-Cholon,20.0,20.0,20.0,1,,random,5
Hmong-Mien,48.5,41.0,61.0,4,0.5080405801055058,random,5
Huavean,29.0,29.0,29.0,2,,random,5
Huitotoan,26.0,20.0,35.0,5,0.8418434229420266,random,5
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,5
Indo-European,40.0,39.0,42.0,192,0.8007688217430265,random,5
Iroquoian,19.0,17.0,22.0,5,0.2900100575612439,random,5
Iwaidjan Proper,23.0,22.0,24.0,7,0.9992646186769253,random,5
Japonic,32.5,19.0,40.0,4,0.7758333370190907,random,5
Jarawa-Onge,24.0,24.0,24.0,1,,random,5
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,5
Jicaquean,28.0,28.0,28.0,1,,random,5
Kadugli-Krongo,61.0,59.0,62.0,11,0.15191495946816552,random,5
Kakua-Nukak,26.0,24.0,26.0,3,0.9999971073933657,random,5
Kartvelian,35.5,34.0,42.5,6,0.9654994108260868,random,5
Kawesqar,19.0,19.0,19.0,3,,random,5
Keresan,51.0,51.0,51.0,1,,random,5
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,5
Kiowa-Tanoan,42.0,38.0,61.0,5,0.5889463137744626,random,5
Kiwaian,19.0,19.0,19.0,1,,random,5
Koiarian,16.0,16.0,16.0,1,,random,5
Kolopom,44.0,44.0,44.0,1,,random,5
Koman,28.0,25.0,28.0,5,0.9999943055065038,random,5
Konda-Yahadian,33.0,33.0,33.0,1,,random,5
Koreanic,38.0,38.0,38.0,2,,random,5
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,5
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,5
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,5
Kunimaipan,20.0,20.0,20.0,2,,random,5
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,5
Limilngan-Wulna,25.0,25.0,25.0,1,,random,5
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,5
Maiduan,23.0,23.0,23.0,2,,random,5
Mande,37.5,35.0,39.0,54,0.8371630136752011,random,5
Mangarrayi-Maran,23.0,21.0,26.0,6,0.8864203269892689,random,5
Maningrida,21.0,21.0,27.0,5,0.8097531794910332,random,5
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,5
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,5
Mayan,30.0,26.0,32.0,14,0.991582981686451,random,5
Maybratic,16.0,16.0,16.0,1,,random,5
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,5
Misumalpan,28.0,28.0,28.0,1,,random,5
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,5
Mixe-Zoque,25.0,22.0,29.0,7,0.9151216290866038,random,5
Mongolic-Khitan,33.5,29.0,39.0,16,0.9822128830322095,random,5
Muskogean,21.0,21.0,25.0,5,0.839799645275389,random,5
Naduhup,34.5,34.0,39.0,4,0.9999999997979723,random,5
Nakh-Daghestanian,64.0,53.0,69.0,17,0.19412466521939348,random,5
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,5
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,5
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,5
Nilotic,37.0,32.0,40.0,31,0.739468835052448,random,5
Nimboranic,18.0,18.0,18.0,1,,random,5
Nivkh,35.0,35.0,35.0,3,,random,5
North Bougainville,11.0,11.0,11.0,1,,random,5
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,5
Northern Daly,19.0,19.0,19.0,2,,random,5
Nubian,45.0,45.0,45.0,2,,random,5
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,5
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.618151054024085,random,5
Nuclear-Macro-Je,27.0,25.0,31.0,26,0.8178467210123477,random,5
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,5
Nyulnyulan,20.0,20.0,25.0,11,0.7182652464119196,random,5
Otomanguean,36.0,31.0,47.5,20,0.6763925521052009,random,5
Palaihnihan,23.0,23.0,23.0,1,,random,5
Pama-Nyungan,23.0,23.0,24.0,324,0.78826042146858,random,5
Pano-Tacanan,22.0,21.0,22.0,34,0.754838199453725,random,5
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,5
Pidgin,36.0,36.0,36.0,1,,random,5
Pomoan,38.0,38.0,39.0,3,1.0000000000000002,random,5
Puri-Coroado,18.0,18.0,18.0,1,,random,5
Quechuan,25.0,22.0,28.0,27,0.7870832475523991,random,5
Sahaptian,36.0,36.0,36.0,2,,random,5
Saharan,32.0,29.0,35.0,5,0.9999996024362361,random,5
Saliban,30.0,30.0,30.0,3,,random,5
Salishan,43.0,37.0,44.0,11,0.9492290490943659,random,5
Senagi,17.0,17.0,17.0,1,,random,5
Sentanic,17.0,17.0,17.0,2,,random,5
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,5
Shastan,21.0,21.0,21.0,1,,random,5
Sino-Tibetan,43.0,41.0,46.0,135,0.5839958087641661,random,5
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,5
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,5
Songhay,37.0,36.0,40.0,7,0.7808823222548065,random,5
South Bird's Head,18.0,18.0,18.0,1,,random,5
South Bougainville,13.0,13.0,13.0,2,,random,5
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,5
Southern Daly,24.0,23.0,28.0,4,0.9755647630851585,random,5
Speech Register,32.0,32.0,32.0,1,,random,5
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,5
Ta-Ne-Omotic,38.0,32.0,52.0,12,0.6759554396410163,random,5
Tai-Kadai,35.0,32.0,43.0,25,0.7921414374392846,random,5
Tamaic,30.0,30.0,30.0,1,,random,5
Tangkic,24.0,24.0,25.0,4,1.0,random,5
Tarascan,39.0,39.0,39.0,2,,random,5
Teberan,23.0,23.0,23.0,1,,random,5
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,5
Ticuna-Yuri,33.0,33.0,33.0,2,,random,5
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,5
Totonacan,30.0,26.0,36.0,4,0.9666795566993163,random,5
Tsimshian,41.5,41.0,42.0,2,1.0,random,5
Tucanoan,23.0,20.975,23.0,23,0.6933321135048051,random,5
Tungusic,25.0,25.0,27.0,7,0.9289714398419295,random,5
Tupian,26.0,26.0,27.0,61,0.9004565054424067,random,5
Turkic,37.0,37.0,38.0,32,0.9627455102366105,random,5
Tuu,161.0,161.0,161.0,1,,random,5
Unclassifiable,21.0,21.0,21.0,1,,random,5
Uralic,35.0,34.0,37.0,46,0.7886614439685109,random,5
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,5
Uto-Aztecan,27.0,25.0,30.0,18,0.8906867207320439,random,5
Wakashan,51.0,47.0,55.0,4,0.4337596399299841,random,5
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,5
Wintuan,35.0,35.0,35.0,1,,random,5
Worrorran,25.0,22.0,28.0,9,0.9829776086190596,random,5
Yangmanic,22.0,22.0,22.0,2,,random,5
Yanomamic,33.0,31.0,33.0,11,0.9305710889835968,random,5
Yareban,18.0,18.0,18.0,1,,random,5
Yawa-Saweru,19.0,19.0,19.0,1,,random,5
Yeniseian,25.0,25.0,25.0,2,,random,5
Yukaghir,32.0,32.0,36.0,5,0.9999999999999867,random,5
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,5
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,5
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,5
(Unknown),27.0,26.0,32.0,103,0.8046430159072047,random,6
Abkhaz-Adyge,63.0,59.0,70.0,4,0.0011116414927713118,random,6
Afro-Asiatic,41.0,39.0,44.0,139,0.7488037636881867,random,6
Ainu,16.0,16.0,16.0,2,,random,6
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,6
Angan,21.0,21.0,21.0,1,,random,6
Araucanian,26.0,26.0,26.0,3,,random,6
Arawakan,25.0,25.0,26.0,58,0.878659523286545,random,6
Arawan,21.5,16.0,25.5,6,0.5753651952477055,random,6
Athabaskan-Eyak-Tlingit,47.0,35.0,53.5,14,0.6108564300536765,random,6
Atlantic-Congo,38.0,37.0,38.0,479,0.8135782216894101,random,6
Austroasiatic,40.0,37.0,43.0,52,0.7872242139859963,random,6
Austronesian,25.0,23.0,26.0,131,0.794084988284088,random,6
Aymaran,42.0,32.0,42.0,4,0.985788686510288,random,6
Baining,22.0,22.0,22.0,1,,random,6
Barbacoan,26.0,25.0,28.0,9,0.9999999999540888,random,6
Blue Nile Mao,36.0,36.0,36.0,1,,random,6
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,6
Boran,29.5,28.0,41.0,4,0.968790779674869,random,6
Border,22.0,19.0,23.0,3,0.7064642930403426,random,6
Bororoan,20.0,20.0,20.0,3,,random,6
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,6
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,6
Cahuapanan,23.0,18.0,23.0,3,0.6656496981135739,random,6
Cariban,21.5,20.0,23.5,30,0.6419317818588036,random,6
Central Sudanic,45.0,42.0,49.0,25,0.7029533423638983,random,6
Chapacuran,21.0,18.0,21.0,3,0.5326678147786723,random,6
Chibchan,27.0,23.0,30.0,12,0.8807426222728669,random,6
Chicham,21.0,20.5,25.0,6,0.763346502754851,random,6
Chimakuan,37.0,37.0,37.0,1,,random,6
Chiquitano,26.0,26.0,26.0,1,,random,6
Chocoan,33.0,31.0,38.0,7,0.9999137837105174,random,6
Chonan,31.0,29.0,31.0,3,1.0000000000000002,random,6
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,6
Chumashan,44.0,44.0,44.0,1,,random,6
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,6
Dajuic,30.0,30.0,30.0,1,,random,6
Dizoid,30.0,30.0,30.0,1,,random,6
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,6
Dravidian,37.0,34.0,39.0,42,0.7904944813787214,random,6
East Strickland,18.0,18.0,18.0,1,,random,6
Eastern Daly,22.0,22.0,22.0,1,,random,6
Eastern Jebel,49.0,49.0,49.0,2,,random,6
Eleman,14.0,14.0,14.0,1,,random,6
Eskimo-Aleut,27.0,22.0,36.0,7,0.8477830960348045,random,6
Furan,30.0,30.0,30.0,1,,random,6
Garrwan,17.0,17.0,20.0,4,0.12729126683248018,random,6
Giimbiyu,23.0,23.0,23.0,3,,random,6
Great Andamanese,35.0,35.0,35.0,2,,random,6
Guahiboan,25.0,22.0,35.0,5,0.8368450651079264,random,6
Guaicuruan,28.0,22.5,30.0,10,0.9408138656221043,random,6
Gumuz,44.0,44.0,44.0,1,,random,6
Gunwinyguan,27.0,24.0,27.0,19,0.9615327653607826,random,6
Haida,50.0,50.0,50.0,2,,random,6
Harakmbut,33.0,33.0,33.0,1,,random,6
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,6
Hibito-Cholon,20.0,20.0,20.0,1,,random,6
Hmong-Mien,48.5,41.0,61.0,4,0.5080405801055058,random,6
Huavean,29.0,29.0,29.0,2,,random,6
Huitotoan,26.0,20.0,34.0,5,0.8475693400476009,random,6
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,6
Indo-European,42.0,39.0,43.5,192,0.7718807521754993,random,6
