family_name,median,ci_lower,ci_upper,n,mass_in_band,selection,replicate
Tamaic,30.0,30.0,30.0,1,,random,8
Tangkic,24.0,24.0,25.0,4,1.0,random,8
Tarascan,39.0,39.0,39.0,2,,random,8
Teberan,23.0,23.0,23.0,1,,random,8
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,8
Ticuna-Yuri,33.0,33.0,33.0,2,,random,8
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,8
Totonacan,28.0,22.0,36.0,4,0.8242321918905566,random,8
Tsimshian,41.5,41.0,42.0,2,1.0,random,8
Tucanoan,23.0,20.975,23.0,23,0.6934208475096819,random,8
Tungusic,25.0,25.0,27.0,7,0.9289714398419295,random,8
Tupian,26.0,25.0,27.0,61,0.8946188195293117,random,8
Turkic,37.0,36.0,38.0,32,0.9624610066861046,random,8
Tuu,161.0,161.0,161.0,1,,random,8
Unclassifiable,21.0,21.0,21.0,1,,random,8
Uralic,36.0,35.0,37.0,46,0.7447020529353722,random,8
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,8
Uto-Aztecan,30.0,25.0,36.0,18,0.8283057909064218,random,8
Wakashan,51.0,47.0,55.0,4,0.4337596399299841,random,8
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,8
Wintuan,35.0,35.0,35.0,1,,random,8
Worrorran,25.0,22.0,28.0,9,0.9829776086190596,random,8
Yangmanic,22.0,22.0,22.0,2,,random,8
Yanomamic,31.0,20.0,33.0,11,0.8029281150223544,random,8
Yareban,18.0,18.0,18.0,1,,random,8
Yawa-Saweru,19.0,19.0,19.0,1,,random,8
Yeniseian,25.0,25.0,25.0,2,,random,8
Yukaghir,39.0,36.0,39.0,5,1.0,random,8
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,8
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,8
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,8
(Unknown),30.0,27.0,33.0,103,0.7884785492268784,random,9
Abkhaz-Adyge,57.5,56.0,70.0,4,0.06521781961050255,random,9
Afro-Asiatic,40.0,39.0,43.0,139,0.7949817861350537,random,9
Ainu,17.0,17.0,17.0,2,,random,9
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,9
Angan,21.0,21.0,21.0,1,,random,9
Araucanian,26.0,26.0,26.0,3,,random,9
Arawakan,25.0,24.0,26.0,58,0.8408585077742023,random,9
Arawan,21.5,16.0,25.5,6,0.5753651952477055,random,9
Athabaskan-Eyak-Tlingit,49.5,44.0,54.0,14,0.5297173752411323,random,9
Atlantic-Congo,38.0,37.0,39.0,479,0.8134084574854135,random,9
Austroasiatic,38.5,37.0,41.0,52,0.7888170797748818,random,9
Austronesian,24.0,23.0,25.0,131,0.7973903566227841,random,9
Aymaran,39.0,32.0,39.0,4,0.9999840001994986,random,9
Baining,22.0,22.0,22.0,1,,random,9
Barbacoan,25.0,21.0,27.0,9,0.9419019818361054,random,9
Blue Nile Mao,36.0,36.0,36.0,1,,random,9
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,9
Boran,29.5,28.0,41.0,4,0.968790779674869,random,9
Border,22.0,19.0,23.0,3,0.7064642930403426,random,9
Bororoan,20.0,20.0,20.0,3,,random,9
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,9
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,9
Cahuapanan,23.0,18.0,23.0,3,0.6656496981135739,random,9
Cariban,23.0,20.0,24.0,30,0.6679907456514745,random,9
Central Sudanic,45.0,39.0,49.0,25,0.7041298922840803,random,9
Chapacuran,21.0,18.0,21.0,3,0.5326678147786723,random,9
Chibchan,25.5,22.0,28.0,12,0.8486377203918675,random,9
Chicham,23.0,21.5,25.0,6,0.8979539755645042,random,9
Chimakuan,37.0,37.0,37.0,1,,random,9
Chiquitano,26.0,26.0,26.0,1,,random,9
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,9
Chonan,31.0,29.0,31.0,3,1.0000000000000002,random,9
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,9
Chumashan,44.0,44.0,44.0,1,,random,9
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,9
Dajuic,30.0,30.0,30.0,1,,random,9
Dizoid,30.0,30.0,30.0,1,,random,9
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,9
Dravidian,39.0,34.5,43.0,42,0.7429453150589218,random,9
East Strickland,18.0,18.0,18.0,1,,random,9
Eastern Daly,22.0,22.0,22.0,1,,random,9
Eastern Jebel,33.0,33.0,33.0,2,,random,9
Eleman,14.0,14.0,14.0,1,,random,9
Eskimo-Aleut,27.0,27.0,38.0,7,0.9295496154848005,random,9
Furan,30.0,30.0,30.0,1,,random,9
Garrwan,17.0,17.0,20.0,4,0.12729126683248018,random,9
Giimbiyu,23.0,23.0,23.0,3,,random,9
Great Andamanese,35.0,35.0,35.0,2,,random,9
Guahiboan,25.0,22.0,29.0,5,0.9082353391274137,random,9
Guaicuruan,26.0,22.5,30.0,10,0.9418523829137375,random,9
Gumuz,44.0,44.0,44.0,1,,random,9
Gunwinyguan,27.0,24.0,27.0,19,0.9613548785517296,random,9
Haida,50.0,50.0,50.0,2,,random,9
Harakmbut,33.0,33.0,33.0,1,,random,9
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,9
Hibito-Cholon,20.0,20.0,20.0,1,,random,9
Hmong-Mien,48.5,41.0,61.0,4,0.5080405801055058,random,9
Huavean,24.0,24.0,24.0,2,,random,9
Huitotoan,26.0,20.0,38.0,5,0.8214747568953742,random,9
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,9
Indo-European,39.5,38.5,42.0,192,0.77612444236906,random,9
Iroquoian,22.0,17.0,27.0,5,0.6246305673209812,random,9
Iwaidjan Proper,24.0,24.0,24.0,7,0.9999999999999998,random,9
Japonic,32.5,19.0,40.0,4,0.7758333370190907,random,9
Jarawa-Onge,24.0,24.0,24.0,1,,random,9
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,9
Jicaquean,28.0,28.0,28.0,1,,random,9
Kadugli-Krongo,55.0,27.0,62.0,11,0.4251826445388698,random,9
Kakua-Nukak,26.0,24.0,26.0,3,0.9999971073933657,random,9
Kartvelian,33.0,32.5,41.0,6,0.9603009896662731,random,9
Kawesqar,19.0,19.0,19.0,3,,random,9
Keresan,51.0,51.0,51.0,1,,random,9
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,9
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,9
Kiwaian,19.0,19.0,19.0,1,,random,9
Koiarian,16.0,16.0,16.0,1,,random,9
Kolopom,44.0,44.0,44.0,1,,random,9
Koman,28.0,25.0,28.0,5,0.9999943055065038,random,9
Konda-Yahadian,33.0,33.0,33.0,1,,random,9
Koreanic,38.0,38.0,38.0,2,,random,9
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,9
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,9
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,9
Kunimaipan,20.0,20.0,20.0,2,,random,9
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,9
Limilngan-Wulna,25.0,25.0,25.0,1,,random,9
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,9
Maiduan,23.0,23.0,23.0,2,,random,9
Mande,36.0,35.0,38.5,54,0.8609236787545006,random,9
Mangarrayi-Maran,24.0,21.0,26.0,6,0.8952047774320236,random,9
Maningrida,26.0,21.0,27.0,5,0.9435626790480391,random,9
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,9
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,9
Mayan,29.0,26.0,32.0,14,0.9902070240225513,random,9
Maybratic,16.0,16.0,16.0,1,,random,9
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,9
Misumalpan,28.0,28.0,28.0,1,,random,9
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,9
Mixe-Zoque,29.0,25.0,32.0,7,0.9775562423246145,random,9
Mongolic-Khitan,36.0,31.0,42.0,16,0.835729403877338,random,9
Muskogean,21.0,17.0,25.0,5,0.5740429799793708,random,9
Naduhup,34.5,34.0,39.0,4,0.9999999997979723,random,9
Nakh-Daghestanian,60.0,51.0,68.0,17,0.24074751358117985,random,9
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,9
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,9
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,9
Nilotic,38.0,35.0,43.0,31,0.7403547433052641,random,9
Nimboranic,18.0,18.0,18.0,1,,random,9
Nivkh,35.0,35.0,35.0,3,,random,9
North Bougainville,11.0,11.0,11.0,1,,random,9
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,9
Northern Daly,19.0,19.0,19.0,2,,random,9
Nubian,45.0,45.0,45.0,2,,random,9
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,9
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.618151054024085,random,9
Nuclear-Macro-Je,26.5,25.0,28.5,26,0.8630718153557245,random,9
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,9
Nyulnyulan,20.0,20.0,25.0,11,0.7182652464119196,random,9
Otomanguean,36.0,31.0,47.5,20,0.6763925521052009,random,9
Palaihnihan,23.0,23.0,23.0,1,,random,9
Pama-Nyungan,23.0,23.0,24.0,324,0.796025797056649,random,9
Pano-Tacanan,22.0,21.0,22.0,34,0.754838199453725,random,9
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,9
Pidgin,36.0,36.0,36.0,1,,random,9
Pomoan,38.0,38.0,39.0,3,1.0000000000000002,random,9
Puri-Coroado,18.0,18.0,18.0,1,,random,9
Quechuan,24.0,22.0,26.0,27,0.7677054857942034,random,9
Sahaptian,30.0,30.0,30.0,2,,random,9
Saharan,32.0,25.0,35.0,5,0.9715239053635727,random,9
Saliban,30.0,30.0,30.0,3,,random,9
Salishan,40.0,37.0,44.0,11,0.9506656266655525,random,9
Senagi,17.0,17.0,17.0,1,,random,9
Sentanic,17.0,17.0,17.0,2,,random,9
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,9
Shastan,21.0,21.0,21.0,1,,random,9
Sino-Tibetan,46.0,43.0,48.0,135,0.6078581252060231,random,9
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,9
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,9
Songhay,36.0,24.0,40.0,7,0.6576115388119212,random,9
South Bird's Head,18.0,18.0,18.0,1,,random,9
South Bougainville,18.0,18.0,18.0,2,,random,9
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,9
Southern Daly,24.0,23.0,28.0,4,0.9755647630851585,random,9
Speech Register,32.0,32.0,32.0,1,,random,9
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,9
Ta-Ne-Omotic,38.0,28.0,44.0,12,0.7784009067644595,random,9
Tai-Kadai,35.0,32.0,43.0,25,0.8176797485792944,random,9
Tamaic,30.0,30.0,30.0,1,,random,9
Tangkic,23.5,23.0,25.0,4,0.9999900165002436,random,9
Tarascan,32.0,32.0,32.0,2,,random,9
Teberan,23.0,23.0,23.0,1,,random,9
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,9
Ticuna-Yuri,38.0,38.0,38.0,2,,random,9
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,9
Totonacan,28.0,22.0,36.0,4,0.8242321918905566,random,9
Tsimshian,41.5,41.0,42.0,2,1.0,random,9
Tucanoan,23.0,19.950000000000003,25.0,23,0.6666199775276361,random,9
Tungusic,27.0,25.0,29.0,7,0.9593770599807054,random,9
Tupian,26.0,24.0,27.0,61,0.8906802369029445,random,9
Turkic,38.0,37.0,39.0,32,0.9241763237603708,random,9
Tuu,161.0,161.0,161.0,1,,random,9
Unclassifiable,21.0,21.0,21.0,1,,random,9
Uralic,33.5,32.5,36.5,46,0.7674498441006612,random,9
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,9
Uto-Aztecan,26.0,24.0,29.5,18,0.8744418555330007,random,9
Wakashan,45.0,42.0,48.0,4,0.8813449524648757,random,9
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,9
Wintuan,35.0,35.0,35.0,1,,random,9
Worrorran,25.0,24.0,28.0,9,0.9999843988245608,random,9
Yangmanic,22.0,22.0,22.0,2,,random,9
Yanomamic,33.0,24.0,34.0,11,0.9015885361506634,random,9
Yareban,18.0,18.0,18.0,1,,random,9
Yawa-Saweru,19.0,19.0,19.0,1,,random,9
Yeniseian,32.0,32.0,32.0,2,,random,9
Yukaghir,32.0,32.0,36.0,5,0.9999999999999867,random,9
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,9
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,9
Zaparoan,25.0,19.0,29.0,5,0.8104534353793611,random,9
(Unknown),29.0,27.0,32.0,103,0.8048422448875094,random,10
Abkhaz-Adyge,62.5,59.0,63.0,4,2.7747323778146865e-11,random,10
Afro-Asiatic,41.0,39.0,43.0,139,0.7988668363602542,random,10
Ainu,16.0,16.0,16.0,2,,random,10
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,10
Angan,21.0,21.0,21.0,1,,random,10
Araucanian,26.0,26.0,26.0,3,,random,10
Arawakan,25.0,25.0,27.0,58,0.8691791899790473,random,10
Arawan,21.5,15.0,25.5,6,0.5695885497730466,random,10
Athabaskan-Eyak-Tlingit,49.5,44.0,54.0,14,0.5297173752411323,random,10
Atlantic-Congo,38.0,37.0,39.0,479,0.814085407377559,random,10
Austroasiatic,40.0,38.5,41.5,52,0.7860413219888166,random,10
Austronesian,25.0,23.0,26.0,131,0.7867915347190367,random,10
Aymaran,42.0,31.0,42.0,4,0.9770395529122837,random,10
Baining,22.0,22.0,22.0,1,,random,10
Barbacoan,26.0,21.0,27.0,9,0.940021780353085,random,10
Blue Nile Mao,36.0,36.0,36.0,1,,random,10
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,10
Boran,29.5,28.0,41.0,4,0.968790779674869,random,10
Border,22.0,19.0,23.0,3,0.7064642930403426,random,10
Bororoan,22.0,20.0,22.0,3,0.821346839775168,random,10
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,10
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,10
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,10
Cariban,23.0,21.0,24.0,30,0.7120958035789926,random,10
Central Sudanic,45.0,39.0,49.0,25,0.7030993962979224,random,10
Chapacuran,20.0,18.0,20.0,3,0.33584843277803544,random,10
Chibchan,24.5,21.0,28.0,12,0.7998169524660639,random,10
Chicham,21.0,20.5,25.0,6,0.763346502754851,random,10
Chimakuan,37.0,37.0,37.0,1,,random,10
Chiquitano,26.0,26.0,26.0,1,,random,10
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,10
Chonan,31.0,29.0,31.0,3,1.0000000000000002,random,10
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,10
Chumashan,40.0,40.0,40.0,1,,random,10
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,10
Dajuic,30.0,30.0,30.0,1,,random,10
Dizoid,30.0,30.0,30.0,1,,random,10
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,10
Dravidian,38.0,35.0,39.0,42,0.9143311504945486,random,10
East Strickland,18.0,18.0,18.0,1,,random,10
Eastern Daly,22.0,22.0,22.0,1,,random,10
Eastern Jebel,49.0,49.0,49.0,2,,random,10
Eleman,14.0,14.0,14.0,1,,random,10
Eskimo-Aleut,27.0,27.0,38.0,7,0.9295496154848005,random,10
Furan,30.0,30.0,30.0,1,,random,10
Garrwan,17.0,17.0,20.0,4,0.12729126683248018,random,10
Giimbiyu,23.0,23.0,23.0,3,,random,10
Great Andamanese,35.0,35.0,35.0,2,,random,10
Guahiboan,25.0,22.0,35.0,5,0.8368450651079264,random,10
Guaicuruan,28.0,22.0,30.0,10,0.8512027982310769,random,10
Gumuz,44.0,44.0,44.0,1,,random,10
Gunwinyguan,27.0,24.0,27.0,19,0.9613548785517296,random,10
Haida,49.0,49.0,49.0,2,,random,10
Harakmbut,33.0,33.0,33.0,1,,random,10
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,10
Hibito-Cholon,20.0,20.0,20.0,1,,random,10
Hmong-Mien,52.5,49.0,61.0,4,0.3122743354163489,random,10
Huavean,24.0,24.0,24.0,2,,random,10
Huitotoan,26.0,20.0,38.0,5,0.8214747568953742,random,10
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,10
Indo-European,41.0,39.0,42.0,192,0.7773454806012378,random,10
Iroquoian,19.0,17.0,22.0,5,0.2900100575612439,random,10
Iwaidjan Proper,23.0,22.0,24.0,7,0.9992646186769253,random,10
Japonic,21.0,19.0,25.0,4,0.6726262410850654,random,10
Jarawa-Onge,24.0,24.0,24.0,1,,random,10
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,10
Jicaquean,28.0,28.0,28.0,1,,random,10
Kadugli-Krongo,61.0,59.0,62.0,11,0.1490147060133128,random,10
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,10
Kartvelian,35.0,34.5,41.0,6,0.9659717998272933,random,10
Kawesqar,19.0,19.0,19.0,3,,random,10
Keresan,51.0,51.0,51.0,1,,random,10
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,10
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,10
Kiwaian,19.0,19.0,19.0,1,,random,10
Koiarian,16.0,16.0,16.0,1,,random,10
Kolopom,44.0,44.0,44.0,1,,random,10
Koman,28.0,25.0,31.0,5,0.9956235890194447,random,10
Konda-Yahadian,33.0,33.0,33.0,1,,random,10
Koreanic,32.0,32.0,32.0,2,,random,10
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,10
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,10
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,10
Kunimaipan,20.0,20.0,20.0,2,,random,10
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,10
Limilngan-Wulna,25.0,25.0,25.0,1,,random,10
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,10
Maiduan,23.0,23.0,23.0,2,,random,10
Mande,39.0,36.5,40.0,54,0.8619099764075853,random,10
Mangarrayi-Maran,24.0,21.0,26.0,6,0.8952047774320236,random,10
Maningrida,21.0,21.0,27.0,5,0.8097531794910332,random,10
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,10
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,10
Mayan,30.0,26.0,32.0,14,0.991582981686451,random,10
Maybratic,16.0,16.0,16.0,1,,random,10
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,10
Misumalpan,28.0,28.0,28.0,1,,random,10
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,10
Mixe-Zoque,25.0,22.0,29.0,7,0.9151216290866038,random,10
Mongolic-Khitan,36.0,32.0,42.0,16,0.8489259345296771,random,10
Muskogean,21.0,17.0,25.0,5,0.5740429799793708,random,10
Naduhup,34.5,29.0,39.0,4,0.9994478610217424,random,10
Nakh-Daghestanian,64.0,56.0,69.0,17,0.17984590361029107,random,10
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,10
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,10
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,10
Nilotic,38.0,32.0,43.0,31,0.7378825443270476,random,10
Nimboranic,18.0,18.0,18.0,1,,random,10
Nivkh,34.0,34.0,34.0,3,,random,10
North Bougainville,11.0,11.0,11.0,1,,random,10
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,10
Northern Daly,19.0,19.0,19.0,2,,random,10
Nubian,45.0,45.0,45.0,2,,random,10
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,10
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.5987284420435575,random,10
Nuclear-Macro-Je,27.0,25.0,28.5,26,0.8150307673741574,random,10
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,10
Nyulnyulan,20.0,20.0,24.0,11,0.7162527419431712,random,10
Otomanguean,38.0,31.0,47.5,20,0.6685094452488753,random,10
Palaihnihan,23.0,23.0,23.0,1,,random,10
Pama-Nyungan,23.0,23.0,24.0,324,0.8021301980100963,random,10
Pano-Tacanan,21.0,21.0,22.0,34,0.7129815264069279,random,10
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,10
Pidgin,36.0,36.0,36.0,1,,random,10
Pomoan,38.0,38.0,39.0,3,1.0000000000000002,random,10
Puri-Coroado,18.0,18.0,18.0,1,,random,10
Quechuan,25.0,22.0,27.0,27,0.787070525326752,random,10
Sahaptian,30.0,30.0,30.0,2,,random,10
Saharan,32.0,29.0,35.0,5,0.9999996024362361,random,10
Saliban,32.0,30.0,32.0,3,1.0000000000000002,random,10
Salishan,43.0,37.0,44.0,11,0.9492290490943659,random,10
Senagi,17.0,17.0,17.0,1,,random,10
Sentanic,17.0,17.0,17.0,2,,random,10
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,10
Shastan,21.0,21.0,21.0,1,,random,10
Sino-Tibetan,46.0,43.0,49.0,135,0.5806928925104825,random,10
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,10
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,10
Songhay,48.0,36.0,48.0,7,0.6504071767332094,random,10
South Bird's Head,18.0,18.0,18.0,1,,random,10
South Bougainville,13.0,13.0,13.0,2,,random,10
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,10
Southern Daly,24.0,23.0,28.0,4,0.9755647630851585,random,10
Speech Register,32.0,32.0,32.0,1,,random,10
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,10
Ta-Ne-Omotic,38.0,32.0,52.0,12,0.6759554396410163,random,10
Tai-Kadai,35.0,33.0,43.0,25,0.8069195842239305,random,10
Tamaic,30.0,30.0,30.0,1,,random,10
Tangkic,24.0,24.0,25.0,4,1.0,random,10
Tarascan,32.0,32.0,32.0,2,,random,10
Teberan,23.0,23.0,23.0,1,,random,10
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,10
Ticuna-Yuri,33.0,33.0,33.0,2,,random,10
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,10
Totonacan,28.0,22.0,36.0,4,0.8242321918905566,random,10
Tsimshian,41.5,41.0,42.0,2,1.0,random,10
Tucanoan,23.0,18.0,23.0,23,0.6208488715493709,random,10
Tungusic,27.0,25.0,29.0,7,0.9593770599807054,random,10
Tupian,26.0,26.0,27.0,61,0.899589604050869,random,10
Turkic,37.0,34.5,38.0,32,0.9621081043724571,random,10
Tuu,161.0,161.0,161.0,1,,random,10
Unclassifiable,21.0,21.0,21.0,1,,random,10
Uralic,36.0,33.0,39.0,46,0.7732143352748084,random,10
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,10
Uto-Aztecan,28.5,25.0,34.0,18,0.8944126466744706,random,10
Wakashan,48.5,42.0,55.0,4,0.5508275259797093,random,10
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,10
Wintuan,35.0,35.0,35.0,1,,random,10
Worrorran,25.0,24.0,28.0,9,0.9999843988245608,random,10
Yangmanic,22.0,22.0,22.0,2,,random,10
Yanomamic,24.0,19.0,34.0,11,0.7363048531617151,random,10
Yareban,18.0,18.0,18.0,1,,random,10
Yawa-Saweru,19.0,19.0,19.0,1,,random,10
Yeniseian,32.0,32.0,32.0,2,,random,10
Yukaghir,39.0,36.0,39.0,5,1.0,random,10
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,10
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,10
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,10
